block,trial,s1_state,direction,coherence,response,rt,drift_rate_1,drift_rate_2,bound_1,bound_2,offset_1,offset_2,pair
-0.5,0,FALSE,right,0.223325423,right,0.802430868,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,1,FALSE,left,0.223325423,right,0.935008049,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,2,TRUE,left,0.397405195,right,1.112091064,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,3,FALSE,right,0.223325423,right,0.852149963,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,4,TRUE,left,0.397405195,right,0.574640036,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,5,FALSE,right,0.223325423,left,0.495604038,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,6,TRUE,right,0.397405195,left,1.003401995,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,7,FALSE,left,0.223325423,right,0.871675968,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,8,FALSE,left,0.223325423,right,1.673115969,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,9,FALSE,right,0.223325423,right,0.687149048,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,10,FALSE,left,0.223325423,left,0.682909012,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,11,TRUE,right,0.397405195,right,0.818677902,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,12,TRUE,left,0.397405195,left,0.838546038,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,13,TRUE,left,0.397405195,left,0.63606596,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,14,FALSE,left,0.223325423,right,0.764726877,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,15,FALSE,left,0.223325423,left,0.657194138,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,16,FALSE,right,0.223325423,right,0.665415049,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,17,TRUE,right,0.397405195,left,0.731211185,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,18,TRUE,left,0.397405195,left,0.980750084,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,19,TRUE,left,0.397405195,right,0.996709108,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,20,FALSE,right,0.223325423,right,0.560767889,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,21,FALSE,right,0.223325423,right,0.476581097,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,22,FALSE,left,0.223325423,left,0.664528847,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,23,FALSE,left,0.223325423,right,0.559128046,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,24,FALSE,left,0.223325423,left,0.540116787,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,25,FALSE,right,0.223325423,right,0.601079941,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,26,TRUE,left,0.397405195,right,0.617532969,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,27,TRUE,left,0.397405195,left,1.259566069,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,28,TRUE,left,0.397405195,left,0.848709106,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,29,TRUE,right,0.397405195,right,1.114253044,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,30,FALSE,left,0.223325423,right,0.623676062,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,31,FALSE,right,0.223325423,right,0.556529999,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,32,FALSE,right,0.223325423,right,0.492872,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,33,FALSE,right,0.223325423,right,0.544706821,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,34,TRUE,right,0.397405195,left,0.925531864,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,35,FALSE,right,0.223325423,right,0.53168416,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,36,TRUE,right,0.397405195,right,0.821614981,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,37,FALSE,left,0.223325423,left,0.672204018,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,38,FALSE,right,0.223325423,right,0.675955057,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
-0.5,39,FALSE,right,0.223325423,left,0.743980885,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,0,FALSE,right,0.223325423,right,0.576888084,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,1,TRUE,left,0.397405195,left,0.83161211,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,2,TRUE,left,0.397405195,right,1.128746986,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,3,TRUE,right,0.397405195,right,1.130367041,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,4,FALSE,right,0.223325423,right,0.583509207,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,5,TRUE,right,0.397405195,right,1.066427946,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,6,TRUE,right,0.397405195,right,1.320318937,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,7,FALSE,right,0.223325423,left,0.517591953,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,8,FALSE,left,0.223325423,left,0.707248211,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,9,FALSE,left,0.223325423,left,0.643215179,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,10,TRUE,right,0.397405195,left,1.363170862,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,11,FALSE,left,0.223325423,left,0.699753046,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,12,TRUE,left,0.397405195,right,0.71966815,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,13,FALSE,right,0.223325423,right,0.414093018,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,14,TRUE,right,0.397405195,right,0.676044941,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,15,TRUE,left,0.397405195,left,0.767416954,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,16,TRUE,left,0.397405195,left,0.97491622,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,17,TRUE,left,0.397405195,left,0.692986965,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,18,TRUE,left,0.397405195,left,0.846119881,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,19,FALSE,right,0.223325423,right,0.514065027,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,20,TRUE,right,0.397405195,left,0.670281887,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,21,TRUE,right,0.397405195,left,0.533104897,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,22,TRUE,left,0.397405195,left,0.618289948,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,23,FALSE,right,0.223325423,right,0.538306952,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,24,TRUE,left,0.397405195,left,0.56264782,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,25,TRUE,right,0.397405195,right,0.760641098,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,26,FALSE,left,0.223325423,left,0.665910006,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,27,TRUE,right,0.397405195,right,0.655696869,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,28,FALSE,right,0.223325423,right,0.550861835,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,29,FALSE,right,0.223325423,right,0.675242901,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,30,TRUE,left,0.397405195,right,1.247488022,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,31,FALSE,left,0.223325423,right,1.192866087,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,32,FALSE,left,0.223325423,left,0.578896046,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,33,TRUE,right,0.397405195,right,0.747009039,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,34,TRUE,right,0.397405195,left,1.506325006,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,35,TRUE,left,0.397405195,left,0.826901913,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,36,TRUE,right,0.397405195,right,0.688372135,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,37,TRUE,right,0.397405195,right,1.007659912,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,38,FALSE,left,0.223325423,right,0.314439058,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,39,TRUE,left,0.397405195,left,0.773364067,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,40,FALSE,right,0.223325423,left,0.488165855,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,41,FALSE,right,0.223325423,left,0.736510992,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,42,FALSE,right,0.223325423,right,0.455447912,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,43,TRUE,left,0.397405195,right,0.753485918,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,44,TRUE,right,0.397405195,right,0.846193075,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,45,FALSE,left,0.223325423,left,0.607923031,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,46,FALSE,left,0.223325423,left,0.749678135,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,47,TRUE,left,0.397405195,left,0.820075035,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,48,TRUE,right,0.397405195,right,1.348158836,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,49,FALSE,left,0.223325423,right,0.579664946,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,50,TRUE,right,0.397405195,right,0.989700794,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,51,FALSE,right,0.223325423,right,0.565819979,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,52,TRUE,left,0.397405195,left,0.712329149,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,53,FALSE,right,0.223325423,right,0.480048895,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,54,TRUE,right,0.397405195,right,1.248247862,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,55,TRUE,right,0.397405195,left,1.438594818,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
0,56,TRUE,right,0.397405195,right,0.829030991,1.329272996,3.567292777,1.039840514,0.689505186,0,0,202207081
