block,trial,s1_state,direction,coherence,response,rt,drift_rate_1,drift_rate_2,bound_1,bound_2,offset_1,offset_2,pair
-0.5,0,FALSE,right,0.259944006,right,0.638624191,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,1,TRUE,right,0.371744713,left,0.854917049,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,2,TRUE,right,0.371744713,left,0.799634933,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,3,FALSE,right,0.259944006,right,0.559942007,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,4,FALSE,left,0.259944006,right,0.623818874,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,5,FALSE,right,0.259944006,right,0.557046175,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,6,TRUE,right,0.371744713,left,1.289730787,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,7,TRUE,right,0.371744713,left,0.973232031,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,8,FALSE,right,0.259944006,left,0.564391136,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,9,TRUE,right,0.371744713,right,0.68624711,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,10,FALSE,right,0.259944006,right,0.531529903,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,11,TRUE,left,0.371744713,left,0.709815979,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,12,TRUE,left,0.371744713,left,0.959571838,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,13,FALSE,left,0.259944006,left,0.64712286,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,14,FALSE,left,0.259944006,left,0.740025997,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,15,TRUE,left,0.371744713,left,0.698435068,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,16,FALSE,left,0.259944006,left,0.764021873,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,17,TRUE,left,0.371744713,left,0.709527016,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,18,FALSE,right,0.259944006,right,0.527521133,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,19,FALSE,left,0.259944006,left,0.557707071,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,20,FALSE,right,0.259944006,right,0.651969194,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,21,TRUE,left,0.371744713,left,0.766330957,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,22,FALSE,right,0.259944006,left,0.678076029,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,23,TRUE,right,0.371744713,right,1.037270069,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
-0.5,24,TRUE,left,0.371744713,left,0.975422859,1.837348882,2.400968757,0.804225847,0.880132665,0,0,20220711
