block,trial,s1_state,direction,coherence,response,rt,drift_rate_1,drift_rate_2,bound_1,bound_2,offset_1,offset_2,pair
-0.5,0,False,right,0.174015571389028,right,1.35434794425964,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,1,False,left,0.174015571389028,left,0.823325872421265,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,2,True,right,0.308525269909112,right,0.787588119506836,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,3,True,left,0.308525269909112,left,0.938023090362549,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,4,False,left,0.174015571389028,left,0.86050295829773,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,5,False,left,0.174015571389028,right,0.855676889419556,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,6,True,left,0.308525269909112,left,0.81808614730835,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,7,False,right,0.174015571389028,right,1.03271698951721,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,8,False,left,0.174015571389028,left,0.80902099609375,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,9,False,left,0.174015571389028,right,1.036297082901,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,10,False,left,0.174015571389028,left,0.767955780029297,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,11,True,left,0.308525269909112,right,0.825703144073486,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,12,False,left,0.174015571389028,left,1.01668381690979,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,13,False,right,0.174015571389028,right,0.779056072235107,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,14,True,right,0.308525269909112,right,0.920757055282593,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,15,True,left,0.308525269909112,left,0.987194061279297,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,16,True,left,0.308525269909112,right,1.05871891975403,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,17,False,left,0.174015571389028,right,1.39843511581421,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,18,False,right,0.174015571389028,right,0.892427921295166,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,19,False,right,0.174015571389028,right,0.709599018096924,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,20,False,right,0.174015571389028,right,0.804925918579102,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,21,False,right,0.174015571389028,right,1.0609450340271,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,22,True,right,0.308525269909112,right,0.943221807479858,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,23,True,left,0.308525269909112,left,0.938438892364502,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,24,True,right,0.308525269909112,right,0.73117995262146,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,25,False,right,0.174015571389028,right,0.72891116142273,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,26,True,right,0.308525269909112,right,0.849081993103027,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,27,False,right,0.174015571389028,right,1.60432195663452,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,28,False,left,0.174015571389028,right,1.08269190788269,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,29,False,right,0.174015571389028,right,1.24309992790222,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,30,True,right,0.308525269909112,left,1.24393010139465,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,31,True,left,0.308525269909112,right,1.16930890083313,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,32,True,right,0.308525269909112,left,0.794704914093018,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,33,True,left,0.308525269909112,right,0.731799840927124,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,34,False,right,0.174015571389028,right,1.25816106796265,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,35,True,right,0.308525269909112,right,0.826818943023681,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,36,True,left,0.308525269909112,right,0.704705953598022,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,37,True,left,0.308525269909112,right,1.12003993988037,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,38,False,left,0.174015571389028,left,0.689590930938721,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
-0.5,39,False,right,0.174015571389028,right,0.890276908874512,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,0,False,left,0.174015571389028,left,1.37244510650635,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,1,True,right,0.308525269909112,right,0.611133098602295,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,2,False,right,0.174015571389028,right,0.747550964355469,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,3,False,left,0.174015571389028,left,0.691159009933472,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,4,False,right,0.174015571389028,right,0.96973705291748,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,5,False,right,0.174015571389028,right,0.595077037811279,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,6,False,right,0.174015571389028,right,0.594712018966675,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,7,True,right,0.308525269909112,right,0.652765035629272,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,8,True,left,0.308525269909112,left,0.852283954620361,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,9,False,right,0.174015571389028,right,0.987572908401489,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,10,True,left,0.308525269909112,left,0.967375993728638,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,11,True,left,0.308525269909112,left,0.777647018432617,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,12,False,right,0.174015571389028,right,0.734020948410034,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,13,True,right,0.308525269909112,right,0.587248086929321,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,14,True,right,0.308525269909112,right,0.46399998664856,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,15,False,right,0.174015571389028,right,0.989791870117188,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,16,False,left,0.174015571389028,left,0.837475061416626,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
0,17,False,left,0.174015571389028,left,0.787457942962647,1.71887517732901,3.99357087327802,1.03580827465454,0.79043279141922,0,0,20220624
