block,trial,s1_state,direction,coherence,response,rt,drift_rate_1,drift_rate_2,bound_1,bound_2,offset_1,offset_2,pair
-0.5,0,False,left,0.099558821815191,left,1.75780582427979,3.55038135183718,6.2086794656083,0.822350188181297,0.888659666262918,0,0,202206292
-0.5,1,False,left,0.099558821815191,right,1.48137903213501,3.55038135183718,6.2086794656083,0.822350188181297,0.888659666262918,0,0,202206292
-0.5,2,False,right,0.099558821815191,left,1.04860711097717,3.55038135183718,6.2086794656083,0.822350188181297,0.888659666262918,0,0,202206292
-0.5,3,True,right,0.188140657303191,right,1.42962098121643,3.55038135183718,6.2086794656083,0.822350188181297,0.888659666262918,0,0,202206292
-0.5,4,True,left,0.188140657303191,right,1.78745698928833,3.55038135183718,6.2086794656083,0.822350188181297,0.888659666262918,0,0,202206292
-0.5,5,False,left,0.099558821815191,left,0.846971035003662,3.55038135183718,6.2086794656083,0.822350188181297,0.888659666262918,0,0,202206292
-0.5,6,True,left,0.188140657303191,right,1.60162997245789,3.55038135183718,6.2086794656083,0.822350188181297,0.888659666262918,0,0,202206292
-0.5,7,False,right,0.099558821815191,left,0.898584127426147,3.55038135183718,6.2086794656083,0.822350188181297,0.888659666262918,0,0,202206292
-0.5,8,False,left,0.099558821815191,left,0.91756796836853,3.55038135183718,6.2086794656083,0.822350188181297,0.888659666262918,0,0,202206292
-0.5,9,True,left,0.188140657303191,left,1.08186292648315,3.55038135183718,6.2086794656083,0.822350188181297,0.888659666262918,0,0,202206292
-0.5,10,True,left,0.188140657303191,left,0.843825101852417,3.55038135183718,6.2086794656083,0.822350188181297,0.888659666262918,0,0,202206292
-0.5,11,True,right,0.188140657303191,right,0.872943162918091,3.55038135183718,6.2086794656083,0.822350188181297,0.888659666262918,0,0,202206292
-0.5,12,True,right,0.188140657303191,left,1.48724508285522,3.55038135183718,6.2086794656083,0.822350188181297,0.888659666262918,0,0,202206292
-0.5,13,True,right,0.188140657303191,right,1.19014406204224,3.55038135183718,6.2086794656083,0.822350188181297,0.888659666262918,0,0,202206292
