block,trial,s1_state,direction,coherence,response,rt,drift_rate_1,drift_rate_2,bound_1,bound_2,offset_1,offset_2,pair
-0.5,0,True,right,0.149043419294099,right,1.30036497116089,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,1,False,right,0.288124759401591,right,1.55064988136292,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,2,False,left,0.288124759401591,right,3.46136593818665,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,3,True,right,0.149043419294099,right,1.35642194747925,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,4,True,left,0.149043419294099,left,2.01242780685425,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,5,True,left,0.149043419294099,left,0.719375133514404,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,6,False,right,0.288124759401591,right,0.864944934844971,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,7,True,left,0.149043419294099,right,1.21978092193604,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,8,True,left,0.149043419294099,left,1.65846490859985,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,9,False,left,0.288124759401591,right,2.95584297180176,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,10,True,right,0.149043419294099,right,0.676744937896729,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,11,False,left,0.288124759401591,right,1.10574698448181,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,12,False,left,0.288124759401591,right,1.04610204696655,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,13,True,left,0.149043419294099,left,1.10475301742554,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,14,True,left,0.149043419294099,right,1.25787806510925,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,15,False,left,0.288124759401591,right,1.32721996307373,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,16,False,right,0.288124759401591,right,2.66170907020569,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,17,False,left,0.288124759401591,left,1.74653315544128,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,18,True,left,0.149043419294099,right,0.903868913650513,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,19,True,right,0.149043419294099,right,1.02982997894287,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,20,True,right,0.149043419294099,right,0.83439302444458,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,21,True,right,0.149043419294099,left,1.42807006835938,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,22,False,left,0.288124759401591,right,1.97123098373413,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,23,True,right,0.149043419294099,right,1.1472110748291,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,24,True,right,0.149043419294099,right,1.014652967453,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
-0.5,25,True,right,0.149043419294099,right,1.24189305305481,3.50711855614666,2.27890055445339,1.05087534810404,0.836581974480823,0,0,20220603
